Customer_ID,Age,Gender,City,Annual_Income,Product_Category,Purchase_Amount,Customer_Rating,Orders
1046,33.0,Female,Kota,715500.0,Home & Kitchen,6443.34,3.8,4
1047,39.0,Male,Jodhpur,610800.0,Clothing,500.0,3.5,5
1048,33.0,Male,Jaipur,864900.0,Books,5651.9,4.6,9
1049,37.0,Female,Ajmer,259300.0,Home & Kitchen,4148.22,3.4,3
1050,32.0,Male,Jodhpur,287500.0,Books,8078.14,4.6,3
1051,34.0,Female,Bikaner,793300.0,Electronics,4114.37,4.2,4
1052,37.0,Female,Jodhpur,660900.0,Books,6650.87,4.0,6
1053,18.0,Female,Jaipur,695100.0,Sports,4326.79,3.9,5
1054,28.0,Female,Bikaner,411200.0,Electronics,5450.25,3.7,6
1055,31.0,Female,Ajmer,645800.0,Clothing,6821.04,4.5,2
1056,25.0,Female,Ajmer,1010600.0,Books,4182.38,3.2,6
1057,29.0,Female,Bikaner,798400.0,Books,7392.42,2.7,3
1058,44.0,Female,Jodhpur,680500.0,Books,3013.86,4.2,2
1059,23.0,Male,Ajmer,571000.0,Home & Kitchen,5848.1,4.2,2
1060,40.0,Female,Bikaner,579000.0,Books,7229.81,4.1,9
1061,18.0,Female,Jodhpur,266700.0,Books,6652.08,4.1,3
1062,28.0,Male,Jaipur,696400.0,Electronics,9416.18,3.6,4
1063,32.0,Male,Ajmer,802200.0,Books,3520.43,4.4,6
1064,36.0,Female,Jodhpur,366400.0,Home & Kitchen,2165.87,3.8,5
1065,37.0,Female,Bikaner,530900.0,Electronics,3012.46,3.5,3
1067,28.0,Male,Jodhpur,476200.0,Home & Kitchen,6295.43,5.0,5
1068,27.0,Male,Jodhpur,659600.0,Electronics,5424.96,2.6,6
1069,39.0,Male,Jodhpur,274800.0,Sports,2729.49,4.1,5
1070,29.0,Female,Bikaner,760600.0,Clothing,6887.11,2.6,3
1071,20.0,Male,Ajmer,785700.0,Clothing,2505.65,3.7,5
1072,21.0,Male,Ajmer,604800.0,Home & Kitchen,7749.69,3.5,8
1074,35.0,Male,Jodhpur,470600.0,Books,6006.19,4.1,4
1075,32.0,Male,Ajmer,871900.0,Books,6482.84,3.5,3
1077,27.0,Female,Kota,587400.0,Sports,1217.53,4.4,7
1078,32.0,Other,Bikaner,437600.0,Sports,3874.02,4.8,4
1079,37.0,Female,Bikaner,794800.0,Home & Kitchen,2795.63,4.8,5
1080,31.0,Male,Ajmer,528500.0,Home & Kitchen,2016.59,4.1,6
1081,35.0,Female,Kota,722700.0,Electronics,8989.19,3.8,6
1082,25.0,Female,Kota,751800.0,Books,5800.3,4.7,4
1083,31.0,Female,Bikaner,980500.0,Sports,6035.31,5.0,4
1084,28.0,Other,Jodhpur,645950.0,Home & Kitchen,4520.15,4.6,4
1085,20.0,Female,Jodhpur,717700.0,Home & Kitchen,4819.68,3.1,6
1086,35.0,Female,Kota,382700.0,Home & Kitchen,7322.01,3.9,4
1087,27.0,Male,Jaipur,864300.0,Electronics,5128.86,4.1,6
1088,31.0,Female,Jodhpur,513100.0,Books,6367.53,2.5,4
1089,35.0,Male,Bikaner,549100.0,Books,4768.79,4.1,6
1090,35.0,Female,Ajmer,646000.0,Sports,4447.26,5.0,7
1091,37.0,Female,Kota,368700.0,Sports,2104.79,4.2,12
1092,30.0,Other,Udaipur,691200.0,Home & Kitchen,848.95,4.8,4
1093,27.0,Other,Udaipur,824100.0,Sports,4624.56,3.9,7
1094,30.0,Male,Bikaner,702700.0,Home & Kitchen,5324.29,3.7,4
1095,18.0,Female,Kota,364000.0,Books,2370.51,4.1,9
1096,18.0,Female,Jaipur,627700.0,Books,5124.16,3.2,9
1097,19.0,Male,Kota,783600.0,Sports,5318.26,3.1,5
1099,35.0,Male,Bikaner,456500.0,Electronics,3186.73,4.8,4
1100,23.0,Female,Ajmer,807800.0,Electronics,6095.98,3.1,5
1101,28.0,Female,Ajmer,698600.0,Home & Kitchen,6051.53,4.5,5
1102,43.0,Other,Kota,724200.0,Home & Kitchen,2661.92,3.7,5
1103,28.0,Male,Udaipur,984700.0,Books,5548.59,4.0,6
1104,38.0,Other,Udaipur,734300.0,Home & Kitchen,7449.3,4.1,7
1105,23.0,Male,Jodhpur,768400.0,Home & Kitchen,6909.56,4.5,9
1107,22.0,Male,Ajmer,611500.0,Clothing,4170.45,4.8,5
1108,28.0,Female,Ajmer,506400.0,Home & Kitchen,3815.44,4.0,5
1109,39.0,Female,Jodhpur,645950.0,Home & Kitchen,6229.2,4.2,9
1110,18.0,Female,Jodhpur,729000.0,Home & Kitchen,5629.23,3.2,3
1111,35.0,Female,Ajmer,555200.0,Sports,6584.69,5.0,7
1112,33.0,Male,Kota,464200.0,Sports,5490.12,4.1,4
1113,26.0,Male,Bikaner,1065800.0,Home & Kitchen,7001.28,4.3,3
1114,18.0,Male,Udaipur,708800.0,Home & Kitchen,5408.1,2.7,6
1115,32.0,Male,Udaipur,518200.0,Home & Kitchen,6926.32,3.2,4
1116,26.0,Female,Kota,814900.0,Electronics,7115.81,4.7,9
1117,33.0,Female,Bikaner,630400.0,Home & Kitchen,3430.04,4.0,3
1118,31.0,Female,Jodhpur,604500.0,Clothing,1222.08,2.5,5
1119,45.0,Female,Bikaner,751200.0,Electronics,8595.68,4.5,6
1120,29.0,Female,Jodhpur,417500.0,Electronics,5764.65,3.4,3
1121,22.0,Female,Udaipur,713500.0,Home & Kitchen,1428.13,4.8,6
1122,33.0,Male,Ajmer,994300.0,Electronics,3629.6,3.7,3
1123,31.0,Male,Ajmer,733900.0,Books,6898.12,3.9,3
1124,43.0,Female,Ajmer,582300.0,Home & Kitchen,4584.71,4.6,4
1125,39.0,Female,Jodhpur,558700.0,Clothing,4073.46,3.2,6
1126,34.0,Male,Ajmer,576100.0,Books,8281.94,3.1,4
1127,44.0,Female,Ajmer,604300.0,Home & Kitchen,2895.97,3.7,6
1128,20.0,Female,Ajmer,582000.0,Books,3444.06,4.4,3
1129,25.0,Male,Jaipur,814900.0,Books,5665.05,2.9,5
1130,23.0,Male,Bikaner,338000.0,Electronics,6059.0,2.6,5
1131,27.0,Female,Ajmer,805200.0,Clothing,6291.95,4.4,3
1132,19.0,Female,Bikaner,581700.0,Home & Kitchen,7204.72,3.4,5
1133,37.0,Male,Jodhpur,717900.0,Sports,5636.87,3.5,2
1134,29.0,Female,Bikaner,447100.0,Electronics,6276.64,2.5,5
1135,18.0,Male,Jaipur,889200.0,Electronics,4629.74,3.3,4
1136,22.0,Female,Udaipur,874200.0,Sports,5337.94,3.8,15
1137,34.0,Male,Kota,822700.0,Sports,5436.58,4.5,11
1138,39.0,Female,Udaipur,377300.0,Electronics,5673.22,3.3,6
1139,49.0,Male,Bikaner,799200.0,Home & Kitchen,6899.59,5.0,4
1140,57.0,Male,Jodhpur,722900.0,Books,6421.32,3.3,5
1141,35.0,Female,Kota,361100.0,Electronics,5297.28,3.3,4
1142,22.0,Male,Kota,645600.0,Clothing,3419.92,4.9,4
1143,18.0,Male,Kota,715600.0,Clothing,5348.88,3.9,5
1144,33.0,Male,Jodhpur,750100.0,Books,5138.36,3.4,2
1145,24.0,Female,Jodhpur,681900.0,Clothing,5625.0,3.7,11
1146,27.0,Female,Jodhpur,702400.0,Home & Kitchen,10054.36,4.7,5
1147,25.0,Other,Udaipur,915300.0,Clothing,4047.7,4.8,7
1148,30.0,Male,Kota,645950.0,Books,6129.04,3.2,4
1150,32.0,Male,Udaipur,592900.0,Clothing,5415.6,3.9,7
1151,30.0,Female,Jodhpur,620400.0,Clothing,10343.26,3.1,3
1152,31.0,Other,Jodhpur,334600.0,Sports,4368.31,3.8,2
1153,18.0,Female,Kota,667000.0,Sports,5913.0,3.8,7
1154,27.0,Female,Bikaner,874800.0,Home & Kitchen,3442.63,4.6,3
1155,31.0,Male,Jodhpur,454400.0,Electronics,4426.65,4.6,7
1156,47.0,Female,Ajmer,710600.0,Books,5747.65,3.6,3
1157,32.0,Female,Kota,485200.0,Home & Kitchen,7061.87,3.7,6
1158,40.0,Male,Jodhpur,529100.0,Sports,5902.01,4.3,5
1159,27.0,Male,Udaipur,915900.0,Clothing,7970.05,3.4,3
1160,20.0,Male,Jaipur,552300.0,Sports,4991.08,4.2,9
1161,22.0,Male,Jaipur,733200.0,Sports,4469.23,3.7,4
1163,50.0,Male,Udaipur,985200.0,Books,6067.32,3.1,4
1164,24.0,Female,Bikaner,758500.0,Clothing,3617.14,4.8,6
1165,39.0,Male,Jaipur,617200.0,Clothing,3672.62,3.7,5
1166,23.0,Male,Ajmer,753600.0,Clothing,3126.1,4.9,4
1167,39.0,Female,Jodhpur,396200.0,Books,7260.45,3.4,3
1168,34.0,Female,Jaipur,862900.0,Clothing,4398.37,4.0,6
1169,30.0,Female,Bikaner,591700.0,Books,5480.2,5.0,7
1170,31.0,Male,Bikaner,613300.0,Home & Kitchen,5060.28,3.1,6
1171,25.0,Female,Kota,561500.0,Books,6809.28,2.5,4
1173,27.0,Male,Jaipur,775000.0,Electronics,2833.74,3.2,6
1174,20.0,Female,Udaipur,696100.0,Sports,5693.45,3.8,6
1175,19.0,Female,Udaipur,767300.0,Electronics,6522.11,3.4,5
1176,33.0,Female,Ajmer,648400.0,Home & Kitchen,5931.57,4.0,5
1177,45.0,Female,Jodhpur,742400.0,Clothing,3419.2,3.1,5
1178,31.0,Female,Jodhpur,574600.0,Books,6690.47,3.7,2
1179,30.0,Male,Ajmer,1051400.0,Books,3563.51,4.1,4
1180,34.0,Male,Jaipur,367800.0,Sports,4052.61,3.1,3
1181,43.0,Male,Jaipur,877000.0,Home & Kitchen,3123.3,3.3,7
1182,33.0,Male,Udaipur,896200.0,Sports,8062.55,3.6,6
1183,27.0,Female,Udaipur,496600.0,Clothing,6593.53,2.8,4
1184,41.0,Male,Kota,1051300.0,Clothing,6530.99,3.5,3
1185,35.0,Female,Ajmer,829200.0,Clothing,7943.87,3.9,4
1187,33.0,Female,Jodhpur,655000.0,Books,1439.7,3.6,2
1188,20.0,Male,Ajmer,610900.0,Sports,3575.57,3.8,4
1189,19.0,Male,Kota,612300.0,Clothing,3844.41,3.3,5
1190,46.0,Other,Jaipur,720300.0,Clothing,3328.2,4.3,7
1191,47.0,Female,Ajmer,902200.0,Sports,2829.32,4.8,3
1192,29.0,Female,Jaipur,682600.0,Home & Kitchen,4540.76,3.5,3
1193,28.0,Female,Kota,485900.0,Clothing,2523.47,4.1,5
1194,44.0,Female,Bikaner,798400.0,Sports,5937.09,3.6,4
1195,21.0,Male,Jodhpur,815800.0,Home & Kitchen,5313.74,4.1,4
1196,23.0,Female,Jodhpur,767800.0,Sports,6258.26,4.9,4
1197,37.0,Male,Udaipur,784200.0,Sports,6317.0,4.2,3
1198,27.0,Female,Ajmer,601200.0,Sports,6526.62,2.6,4
1199,31.0,Female,Jodhpur,645950.0,Home & Kitchen,4378.5,4.1,10
1200,30.0,Female,Kota,493700.0,Books,9866.52,4.7,4
1201,34.0,Male,Udaipur,355600.0,Sports,5715.75,3.6,6
1202,44.0,Male,Jaipur,692700.0,Clothing,1102.53,4.5,5
1203,32.0,Female,Bikaner,635000.0,Electronics,2994.77,3.3,9
1204,37.0,Male,Bikaner,570800.0,Clothing,1370.89,2.8,8
1206,31.0,Male,Jodhpur,425500.0,Home & Kitchen,4932.03,2.6,4
1207,23.0,Male,Jaipur,851800.0,Electronics,4169.46,3.6,5
1208,20.0,Male,Udaipur,530400.0,Home & Kitchen,9624.04,4.7,5
1209,23.0,Female,Kota,714900.0,Electronics,6407.76,2.5,5
1210,28.0,Male,Kota,399700.0,Home & Kitchen,6797.42,2.9,4
1211,39.0,Male,Jodhpur,909000.0,Home & Kitchen,3151.64,3.1,5
1212,19.0,Male,Kota,624100.0,Books,3001.88,3.8,7
1213,31.0,Male,Jodhpur,702200.0,Home & Kitchen,5280.97,3.5,10
1214,27.0,Male,Bikaner,1068600.0,Home & Kitchen,5580.62,4.8,10
1215,28.0,Female,Bikaner,923000.0,Books,1116.11,4.5,8
1216,40.0,Male,Kota,594800.0,Books,4803.32,3.8,2
1217,36.0,Male,Jaipur,543200.0,Sports,5230.96,3.9,7
1218,43.0,Male,Ajmer,591400.0,Clothing,4726.67,4.1,4
1219,30.0,Male,Jaipur,741800.0,Home & Kitchen,3410.54,3.2,5
1220,25.0,Male,Ajmer,631100.0,Clothing,4013.02,4.4,4
1221,29.0,Male,Jaipur,578900.0,Home & Kitchen,4810.91,3.0,4
1222,33.0,Female,Kota,914100.0,Electronics,5399.76,4.4,6
1223,33.0,Male,Jaipur,629400.0,Home & Kitchen,6530.54,4.6,2
1224,21.0,Female,Jaipur,1063900.0,Electronics,7577.88,3.9,9
1225,32.0,Female,Bikaner,666300.0,Home & Kitchen,4552.44,3.7,7
1226,33.0,Male,Bikaner,971400.0,Sports,4196.46,4.1,4
1227,54.0,Male,Jaipur,645950.0,Sports,6162.84,1.8,3
1228,48.0,Female,Ajmer,645950.0,Home & Kitchen,6543.86,4.0,6
1229,23.0,Female,Jodhpur,519600.0,Electronics,4244.76,3.7,3
1230,28.0,Male,Jodhpur,496300.0,Clothing,6938.87,3.8,3
1231,18.0,Male,Jodhpur,732700.0,Electronics,7355.09,4.3,5
1232,26.0,Male,Udaipur,827900.0,Books,8041.71,3.7,5
1233,34.0,Male,Jodhpur,657200.0,Sports,9112.31,3.0,3
1234,42.0,Female,Udaipur,418400.0,Home & Kitchen,3293.88,3.7,5
1235,24.0,Male,Jodhpur,405200.0,Electronics,5230.58,3.8,1
1236,25.0,Male,Jodhpur,393100.0,Electronics,5224.81,3.9,3
1237,18.0,Female,Udaipur,331800.0,Sports,4984.24,3.9,5
1239,21.0,Male,Bikaner,852500.0,Electronics,1931.76,3.0,2
1240,26.0,Female,Udaipur,647600.0,Electronics,5403.89,3.9,9
1241,23.0,Male,Jodhpur,243100.0,Clothing,3509.62,4.7,3
1242,30.0,Male,Bikaner,615700.0,Books,5389.19,2.6,4
1243,18.0,Male,Bikaner,620700.0,Sports,3453.1,3.9,4
1244,18.0,Female,Bikaner,1027300.0,Clothing,2780.75,3.4,2
1245,50.0,Male,Ajmer,387700.0,Books,5715.46,3.8,9
1246,19.0,Male,Bikaner,579700.0,Electronics,5532.03,3.2,9
1247,21.0,Male,Ajmer,957100.0,Electronics,6474.42,3.7,5
1248,48.0,Male,Udaipur,731000.0,Electronics,10008.9,5.0,5
1249,57.0,Female,Udaipur,751400.0,Sports,5810.04,2.9,5
1250,20.0,Male,Jodhpur,670600.0,Home & Kitchen,6267.18,3.0,2
1251,28.0,Female,Jodhpur,709400.0,Sports,2829.37,2.9,8
1252,34.0,Female,Bikaner,790000.0,Electronics,2368.8,5.0,4
1253,47.0,Female,Bikaner,504300.0,Electronics,8682.22,3.5,5
1254,22.0,Male,Bikaner,808100.0,Sports,3168.34,3.8,5
1255,29.0,Female,Jodhpur,402900.0,Electronics,2903.32,3.5,9
1256,38.0,Female,Udaipur,709100.0,Electronics,5113.98,3.1,3
1257,35.0,Male,Jodhpur,682200.0,Home & Kitchen,5001.58,3.6,6
1258,28.0,Female,Ajmer,539100.0,Books,3214.49,5.0,4
1259,30.0,Female,Jodhpur,645900.0,Clothing,4529.06,4.8,2
1260,19.0,Male,Jodhpur,537900.0,Home & Kitchen,7904.63,3.2,3
1261,29.0,Female,Kota,457100.0,Books,3426.81,4.3,9
1262,29.0,Male,Ajmer,586300.0,Home & Kitchen,2133.92,3.2,3
1263,33.0,Female,Ajmer,451300.0,Clothing,7273.71,2.6,7
1264,26.0,Other,Jaipur,708100.0,Electronics,6283.05,4.5,6
1265,31.0,Male,Jodhpur,443000.0,Home & Kitchen,3834.86,4.6,4
1266,40.0,Female,Jaipur,778200.0,Sports,1719.23,4.5,3
1267,32.0,Male,Jodhpur,437300.0,Books,3561.83,3.5,4
1268,34.0,Female,Kota,548100.0,Sports,5079.65,3.7,3
1269,31.0,Female,Jodhpur,537600.0,Electronics,7764.48,4.3,6
1270,31.0,Male,Jaipur,888500.0,Electronics,2919.52,4.1,4
1271,25.0,Male,Kota,709500.0,Home & Kitchen,5014.06,3.5,6
1272,34.0,Male,Jaipur,611900.0,Electronics,6685.32,2.7,6
1273,30.0,Male,Jodhpur,739800.0,Home & Kitchen,500.0,3.9,7
1274,50.0,Male,Jaipur,270700.0,Sports,7474.33,4.6,3
1275,45.0,Male,Jaipur,642200.0,Clothing,2598.61,3.0,4
1276,34.0,Male,Udaipur,1009600.0,Home & Kitchen,5930.39,4.2,1
1277,24.0,Male,Ajmer,673800.0,Books,5742.7,4.0,1
1278,21.0,Female,Bikaner,662200.0,Electronics,7586.09,4.3,4
1279,42.0,Female,Jaipur,748700.0,Sports,6412.03,4.4,4
1280,33.0,Female,Jaipur,811200.0,Clothing,500.0,3.3,3
1281,35.0,Male,Udaipur,290500.0,Sports,3473.49,2.7,8
1282,18.0,Female,Kota,347200.0,Books,5504.05,3.4,3
1283,39.0,Female,Bikaner,687900.0,Electronics,4771.04,4.4,5
1284,35.0,Male,Bikaner,521300.0,Books,6250.74,3.4,4
1285,21.0,Male,Udaipur,886200.0,Electronics,6936.61,3.3,7
1286,27.0,Female,Jodhpur,593300.0,Home & Kitchen,6538.59,2.5,4
1287,33.0,Male,Jaipur,301800.0,Sports,4728.6,5.0,5
1288,31.0,Female,Jaipur,421800.0,Sports,1138.06,4.4,6
1290,30.0,Male,Ajmer,607900.0,Home & Kitchen,6116.01,4.5,8
1291,29.0,Male,Jodhpur,616100.0,Home & Kitchen,2801.02,4.2,5
1292,32.0,Other,Bikaner,573600.0,Clothing,6588.8,3.6,6
1293,44.0,Female,Kota,844200.0,Sports,7198.47,3.7,6
1294,18.0,Male,Kota,865700.0,Home & Kitchen,5479.11,3.5,2
1295,29.0,Female,Udaipur,619300.0,Books,500.0,5.0,4
1296,33.0,Female,Bikaner,645950.0,Clothing,2388.21,4.2,5
1297,31.0,Female,Jaipur,761100.0,Books,9349.62,3.5,4
1298,28.0,Female,Jaipur,750000.0,Clothing,3997.62,4.1,5
1299,18.0,Male,Udaipur,705700.0,Books,834.88,3.1,5
1300,34.0,Male,Udaipur,826700.0,Electronics,7917.54,4.9,7
1301,47.0,Female,Kota,440300.0,Electronics,5229.38,3.3,4
1302,18.0,Male,Bikaner,1011600.0,Clothing,7630.87,4.2,5
1303,39.0,Female,Kota,477300.0,Home & Kitchen,5809.31,4.5,3
1304,28.0,Female,Jodhpur,784900.0,Books,6208.83,4.1,5
1305,30.0,Male,Jodhpur,346300.0,Clothing,5998.62,3.9,3
1306,22.0,Female,Bikaner,482600.0,Electronics,6734.47,3.8,1
1307,31.0,Male,Jodhpur,922900.0,Clothing,10210.35,3.8,6
1308,43.0,Female,Kota,603000.0,Home & Kitchen,7336.21,3.4,6
1309,36.0,Male,Kota,801200.0,Home & Kitchen,1723.25,3.5,4
1310,47.0,Female,Bikaner,692700.0,Books,6182.66,4.8,5
1311,42.0,Female,Bikaner,631100.0,Clothing,7711.26,3.7,4
1312,35.0,Male,Udaipur,895500.0,Books,7845.94,3.2,5
1313,47.0,Female,Jodhpur,607400.0,Books,4261.47,3.4,9
1314,35.0,Female,Udaipur,329500.0,Books,7762.88,4.6,5
1315,38.0,Female,Udaipur,505400.0,Home & Kitchen,7241.03,4.3,4
1316,28.0,Female,Jodhpur,749200.0,Sports,10859.54,4.2,8
1317,32.0,Other,Kota,721200.0,Clothing,3550.0,3.6,7
1318,25.0,Male,Jodhpur,367900.0,Books,4083.72,4.2,4
1319,40.0,Female,Kota,519600.0,Electronics,4526.54,3.3,5
1320,20.0,Male,Bikaner,545300.0,Electronics,4121.51,3.6,5
1321,38.0,Female,Ajmer,584200.0,Sports,3241.95,4.5,4
1322,29.0,Female,Jaipur,402300.0,Home & Kitchen,500.0,4.4,3
1323,42.0,Male,Bikaner,536900.0,Books,4243.66,3.1,4
1324,38.0,Male,Jaipur,518900.0,Books,6012.59,3.2,1
1325,47.0,Female,Udaipur,788900.0,Books,4114.91,3.9,3
1326,38.0,Male,Jodhpur,795600.0,Clothing,9457.84,5.0,8
1327,18.0,Female,Jaipur,623800.0,Electronics,5229.43,2.5,5
1328,30.0,Male,Jodhpur,579400.0,Electronics,8040.26,4.0,6
1329,20.0,Other,Jaipur,675200.0,Sports,5775.12,2.8,6
1330,26.0,Male,Bikaner,503000.0,Clothing,7018.1,3.4,3
1331,45.0,Male,Jaipur,443600.0,Home & Kitchen,5814.33,3.5,4
1332,37.0,Female,Udaipur,480800.0,Home & Kitchen,8211.33,3.5,2
1333,25.0,Female,Bikaner,535700.0,Electronics,5323.07,3.4,7
1334,22.0,Male,Ajmer,440600.0,Home & Kitchen,6291.47,3.8,6
1335,31.0,Male,Ajmer,679200.0,Electronics,6005.93,3.4,7
1336,20.0,Female,Jaipur,781300.0,Electronics,4565.77,2.8,6
1337,25.0,Female,Ajmer,364300.0,Electronics,6090.96,4.3,3
1338,34.0,Male,Kota,654500.0,Sports,10115.65,4.3,4
1339,41.0,Female,Jodhpur,610400.0,Home & Kitchen,4605.13,4.4,6
1340,36.0,Female,Udaipur,711500.0,Sports,6122.82,2.7,4
1341,18.0,Female,Ajmer,647700.0,Home & Kitchen,7967.11,4.0,3
1342,34.0,Female,Udaipur,388400.0,Clothing,7708.56,4.3,5
1343,32.0,Female,Jodhpur,422800.0,Books,5225.78,3.1,6
1344,35.0,Male,Ajmer,655300.0,Sports,500.0,3.8,3
1345,46.0,Female,Ajmer,835200.0,Home & Kitchen,6336.75,3.7,5
1346,18.0,Female,Ajmer,251400.0,Electronics,500.0,5.0,2
1347,26.0,Female,Ajmer,712200.0,Clothing,8433.86,5.0,5
1348,36.0,Male,Ajmer,864100.0,Sports,5572.84,2.6,8
1349,18.0,Male,Udaipur,622500.0,Home & Kitchen,7399.28,5.0,7
1350,44.0,Female,Jodhpur,749000.0,Sports,3215.36,3.2,6
1351,34.0,Male,Kota,523400.0,Home & Kitchen,1784.48,4.5,1
1352,39.0,Other,Jodhpur,628500.0,Electronics,5773.66,4.5,2
1353,26.0,Male,Udaipur,358200.0,Sports,5126.07,3.1,3
1354,38.0,Female,Kota,228000.0,Books,4118.61,4.1,9
1355,41.0,Female,Ajmer,819700.0,Books,5386.25,3.7,5
1357,33.0,Male,Jodhpur,568000.0,Electronics,7035.96,4.0,6
1358,33.0,Female,Bikaner,400400.0,Sports,7508.9,4.6,3
1359,23.0,Female,Jaipur,396200.0,Clothing,7056.66,3.9,7
1360,30.0,Male,Kota,618700.0,Sports,8454.82,3.7,4
1361,30.0,Female,Bikaner,518700.0,Electronics,4781.84,4.6,6
1362,34.0,Female,Kota,718000.0,Home & Kitchen,679.53,4.2,5
1363,40.0,Male,Udaipur,731500.0,Books,4785.11,4.3,8
1365,30.0,Male,Udaipur,692900.0,Electronics,3066.44,3.1,3
1366,44.0,Male,Bikaner,934000.0,Sports,4811.99,3.4,5
1367,24.0,Male,Udaipur,457800.0,Electronics,3678.11,3.4,3
1368,24.0,Male,Jaipur,640100.0,Books,8504.46,4.4,5
1369,33.0,Female,Kota,853900.0,Sports,6848.81,4.5,5
1370,39.0,Male,Jaipur,877600.0,Books,6633.39,3.7,6
1371,31.0,Female,Ajmer,394100.0,Home & Kitchen,6567.52,4.8,3
1372,43.0,Male,Kota,593800.0,Home & Kitchen,5118.05,4.8,6
1373,39.0,Male,Udaipur,894500.0,Books,5634.62,4.0,5
1374,39.0,Female,Udaipur,741500.0,Home & Kitchen,2592.59,3.2,5
1375,36.0,Female,Kota,685100.0,Home & Kitchen,500.0,4.9,7
1376,52.0,Male,Jodhpur,610800.0,Electronics,5530.18,3.8,5
1377,29.0,Male,Jodhpur,580900.0,Books,5912.78,3.9,6
1378,18.0,Male,Udaipur,701900.0,Books,7860.38,3.6,6
1379,45.0,Female,Jodhpur,604600.0,Books,8656.94,3.2,3
1380,27.0,Male,Bikaner,642300.0,Electronics,8654.0,2.8,9
1381,32.0,Male,Jaipur,664100.0,Books,3004.35,4.2,3
1382,43.0,Male,Bikaner,527900.0,Books,4425.02,3.3,5
1383,18.0,Female,Udaipur,745800.0,Electronics,6256.74,5.0,7
1385,18.0,Female,Jaipur,330100.0,Home & Kitchen,8456.22,2.9,5
1386,24.0,Female,Udaipur,708300.0,Home & Kitchen,7662.67,4.2,8
1387,35.0,Male,Bikaner,513200.0,Books,4346.87,4.9,5
1388,36.0,Male,Jodhpur,753900.0,Home & Kitchen,3256.96,3.8,4
