Order_ID,Order_Date,Region,Sales_Channel,Product_Category,Customer_Age,Units_Sold,Unit_Price,Discount,Customer_Rating,Revenue
ORD-10059,2023-03-07 05:43:54.822804314,South,Online,Clothing,35.0,8,839.87,0.15,3.0,5711.12
ORD-10060,2023-03-08 08:43:38.181818182,East,Online,Furniture,30.0,7,892.21,0.05,4.1,5933.2
ORD-10061,2023-03-09 11:43:21.540832049,South,Online,Electronics,46.0,9,2487.08,0.0,3.9,22383.72
ORD-10062,2023-03-10 14:43:04.899845917,South,Wholesale,Office Supplies,51.0,3,1287.61,0.1,3.8,3476.55
ORD-10063,2023-03-11 17:42:48.258859784,South,Store,Beauty,39.0,5,1746.4,0.1,3.6,7858.8
ORD-10064,2023-03-12 20:42:31.617873652,North,Store,Furniture,36.0,5,2271.82,0.15,4.8,9655.24
ORD-10065,2023-03-13 23:42:14.976887519,West,Store,Office Supplies,36.0,8,,0.2,3.6,15423.49
ORD-10066,2023-03-15 02:41:58.335901386,North,Store,Electronics,33.0,6,1547.23,0.15,3.4,7890.87
ORD-10067,2023-03-16 05:41:41.694915254,North,Store,Furniture,36.0,3,1833.09,0.05,4.7,5224.31
ORD-10068,2023-03-17 08:41:25.053929121,North,Store,Electronics,41.0,6,1180.95,0.1,4.8,6377.13
ORD-10069,2023-03-18 11:41:08.412942989,West,Store,Electronics,33.0,5,3110.53,0.0,,15552.65
ORD-10070,2023-03-19 14:40:51.771956856,East,Online,Beauty,43.0,3,2287.46,0.1,2.8,6176.14
ORD-10071,2023-03-20 17:40:35.130970724,West,Online,Beauty,49.0,3,972.57,0.0,3.5,2917.71
ORD-10072,2023-03-21 20:40:18.489984591,North,Store,Beauty,51.0,3,1803.04,0.0,4.3,5409.12
ORD-10073,2023-03-22 23:40:01.848998459,East,Online,Clothing,18.0,6,2335.16,0.0,3.9,14010.96
ORD-10074,2023-03-24 02:39:45.208012326,South,Wholesale,Electronics,48.0,4,2159.56,0.05,4.9,8206.33
ORD-10075,2023-03-25 05:39:28.567026194,South,Store,Beauty,33.0,5,3171.88,0.05,3.0,15066.43
ORD-10076,2023-03-26 08:39:11.926040061,North,Online,Electronics,50.0,9,2829.24,0.1,4.3,22916.84
ORD-10077,2023-03-27 11:38:55.285053929,East,Wholesale,Furniture,64.0,8,1395.52,0.0,3.5,11164.16
ORD-10078,2023-03-28 14:38:38.644067796,West,Online,Furniture,36.0,5,1733.11,0.0,4.8,8665.55
ORD-10079,2023-03-29 17:38:22.003081664,East,Store,Clothing,23.0,7,838.84,0.1,3.9,5284.69
ORD-10080,2023-03-30 20:38:05.362095531,North,Online,Electronics,50.0,1,1987.09,0.1,4.6,1788.38
ORD-10081,2023-03-31 23:37:48.721109399,East,Wholesale,Beauty,33.0,5,1913.27,0.1,3.5,8609.72
ORD-10082,2023-04-02 02:37:32.080123266,South,Store,Electronics,34.0,5,3827.61,0.1,3.0,17224.24
ORD-10083,2023-04-03 05:37:15.439137134,West,Store,Beauty,47.0,4,1873.18,0.1,3.2,6743.45
ORD-10084,2023-04-04 08:36:58.798151001,West,Online,Office Supplies,47.0,3,230.06,0.1,3.5,621.16
ORD-10085,2023-04-05 11:36:42.157164869,North,Store,Furniture,19.0,9,1295.94,0.1,3.2,10497.11
ORD-10086,2023-04-06 14:36:25.516178736,East,Store,Office Supplies,40.0,1,1884.26,0.0,4.7,1884.26
ORD-10087,2023-04-07 17:36:08.875192604,West,Store,Electronics,36.0,11,857.99,0.0,4.8,9437.89
ORD-10088,2023-04-08 20:35:52.234206471,West,Wholesale,Office Supplies,45.0,11,1149.59,0.1,4.1,11380.94
ORD-10089,2023-04-09 23:35:35.593220339,East,Online,Clothing,48.0,7,1525.77,0.0,3.2,10680.39
ORD-10090,2023-04-11 02:35:18.952234206,East,Online,Furniture,18.0,4,2056.36,0.1,3.8,7402.9
ORD-10091,2023-04-12 05:35:02.311248074,North,Store,Beauty,20.0,4,1675.99,0.05,3.5,6368.76
ORD-10092,2023-04-13 08:34:45.670261941,East,Store,Clothing,41.0,6,1133.08,0.05,4.8,6458.56
ORD-10093,2023-04-14 11:34:29.029275809,South,Online,Furniture,58.0,8,2390.76,0.15,4.1,16257.17
ORD-10094,2023-04-15 14:34:12.388289676,North,Store,Furniture,28.0,4,1395.27,0.1,4.2,5022.97
ORD-10095,2023-04-16 17:33:55.747303544,North,Online,Clothing,23.0,5,1425.52,0.05,3.6,6771.22
ORD-10096,2023-04-17 20:33:39.106317412,East,Store,Furniture,36.0,1,765.26,0.05,2.6,727.0
ORD-10097,2023-04-18 23:33:22.465331278,East,Store,Beauty,30.0,10,1210.49,0.15,3.4,10289.16
ORD-10098,2023-04-20 02:33:05.824345146,East,Online,Office Supplies,21.0,10,2288.83,0.1,3.2,20599.47
ORD-10099,2023-04-21 05:32:49.183359014,East,Store,Clothing,62.0,3,586.76,0.05,4.1,1672.27
ORD-10100,2023-04-22 08:32:32.542372880,West,Online,Beauty,49.0,11,1746.62,0.15,4.0,16330.9
ORD-10101,2023-04-23 11:32:15.901386748,East,Wholesale,Beauty,56.0,10,2338.29,0.1,3.4,21044.61
ORD-10102,2023-04-24 14:31:59.260400616,South,Online,Furniture,60.0,3,1517.17,0.2,3.6,3641.21
ORD-10103,2023-04-25 17:31:42.619414484,East,Online,Office Supplies,48.0,2,1979.84,0.1,4.9,3563.71
ORD-10104,2023-04-26 20:31:25.978428350,East,Store,Clothing,35.0,5,962.4,0.15,3.3,4090.2
ORD-10105,2023-04-27 23:31:09.337442218,North,Store,Office Supplies,18.0,8,2782.71,0.1,3.3,20035.51
ORD-10106,2023-04-29 02:30:52.696456086,North,Store,Furniture,23.0,5,2625.79,0.1,3.8,11816.06
ORD-10107,2023-04-30 05:30:36.055469954,East,Online,Clothing,33.0,9,1976.62,0.15,3.4,15121.14
ORD-10108,2023-05-01 08:30:19.414483820,South,Store,Beauty,47.0,2,483.69,0.0,3.6,967.38
ORD-10109,2023-05-02 11:30:02.773497688,East,Store,Office Supplies,49.0,11,1015.53,0.1,4.2,10053.75
ORD-10110,2023-05-03 14:29:46.132511556,South,Wholesale,Furniture,24.0,8,2532.53,0.1,5.0,18234.22
ORD-10111,2023-05-04 17:29:29.491525424,North,Online,Clothing,30.0,3,3084.84,0.0,2.7,9254.52
ORD-10112,2023-05-05 20:29:12.850539290,North,Online,Office Supplies,60.0,9,2022.46,0.15,3.9,15471.82
ORD-10113,2023-05-06 23:28:56.209553158,South,Store,Furniture,32.0,5,2735.49,0.1,3.9,12309.7
ORD-10114,2023-05-08 02:28:39.568567026,West,Store,Beauty,23.0,9,1344.18,0.15,3.8,10282.98
ORD-10115,2023-05-09 05:28:22.927580894,South,Online,Clothing,29.0,8,1657.96,0.05,3.8,12600.5
ORD-10116,2023-05-10 08:28:06.286594760,South,Store,Clothing,35.0,8,1800.86,0.1,3.7,12966.19
ORD-10117,2023-05-11 11:27:49.645608628,East,Online,Beauty,41.0,2,2117.32,0.15,4.6,3599.44
ORD-10118,2023-05-12 14:27:33.004622496,West,Online,Electronics,41.0,1,653.39,0.05,3.6,620.72
ORD-10119,2023-05-13 17:27:16.363636364,South,Wholesale,Beauty,23.0,8,2505.5,0.15,3.8,17037.4
ORD-10120,2023-05-14 20:26:59.722650230,East,Online,Electronics,23.0,3,2791.91,0.05,3.9,7956.94
ORD-10121,2023-05-15 23:26:43.081664098,South,Online,Electronics,27.0,1,938.45,0.05,4.0,891.53
ORD-10122,2023-05-17 02:26:26.440677966,East,Store,Beauty,33.0,6,783.5,0.05,3.8,4465.95
ORD-10123,2023-05-18 05:26:09.799691834,South,Store,Furniture,64.0,11,2062.92,0.0,4.5,22692.12
ORD-10124,2023-05-19 08:25:53.158705700,East,Store,Electronics,31.0,8,1309.27,0.05,3.9,9950.45
ORD-10125,2023-05-20 11:25:36.517719568,East,Store,Clothing,34.0,4,200.0,0.0,4.0,800.0
ORD-10126,2023-05-21 14:25:19.876733436,East,Online,Furniture,52.0,5,2406.44,0.15,3.9,10227.37
ORD-10127,2023-05-22 17:25:03.235747304,West,Store,Office Supplies,34.0,8,1916.7,0.2,3.2,12266.88
ORD-10128,2023-05-23 20:24:46.594761170,North,Store,Beauty,65.0,5,1442.51,0.0,3.4,7212.55
ORD-10129,2023-05-24 23:24:29.953775038,East,Store,Office Supplies,41.0,7,3385.08,0.0,3.2,23695.56
ORD-10130,2023-05-26 02:24:13.312788906,South,Store,Electronics,35.0,10,1904.18,0.0,4.0,19041.8
ORD-10131,2023-05-27 05:23:56.671802772,South,Online,Clothing,55.0,1,1234.93,0.15,3.4,1049.69
ORD-10132,2023-05-28 08:23:40.030816640,North,Store,Electronics,55.0,1,1875.86,0.0,3.2,1875.86
ORD-10133,2023-05-29 11:23:23.389830508,North,Online,Furniture,49.0,10,1019.95,0.1,4.1,9179.55
ORD-10134,2023-05-30 14:23:06.748844376,South,Store,Furniture,24.0,3,1228.72,0.05,4.2,3501.85
ORD-10135,2023-05-31 17:22:50.107858242,West,Online,Beauty,32.0,10,2089.77,0.0,2.8,20897.7
ORD-10136,2023-06-01 20:22:33.466872110,North,Online,Electronics,45.0,4,1384.35,0.0,5.0,5537.4
ORD-10137,2023-06-02 23:22:16.825885978,South,Store,Office Supplies,35.0,10,1461.77,0.1,3.9,13155.93
ORD-10138,2023-06-04 02:22:00.184899846,West,Store,Office Supplies,38.0,11,3051.71,0.0,3.8,33568.81
ORD-10139,2023-06-05 05:21:43.543913712,West,Online,Office Supplies,31.0,11,2444.74,0.15,4.6,22858.32
ORD-10140,2023-06-06 08:21:26.902927580,North,Store,Office Supplies,31.0,3,2402.12,0.1,3.9,6485.72
ORD-10141,2023-06-07 11:21:10.261941448,North,Online,Electronics,41.0,6,2196.61,0.0,3.5,13179.66
ORD-10142,2023-06-08 14:20:53.620955316,East,Store,Furniture,57.0,1,2163.15,0.0,5.0,2163.15
ORD-10143,2023-06-09 17:20:36.979969182,North,Store,Office Supplies,35.0,3,2892.44,0.1,3.2,7809.59
ORD-10144,2023-06-10 20:20:20.338983050,South,Online,Electronics,53.0,5,1785.34,0.1,3.8,8034.03
ORD-10145,2023-06-11 23:20:03.697996918,South,Store,Beauty,65.0,1,3191.64,0.05,4.5,3032.06
ORD-10146,2023-06-13 02:19:47.057010786,West,Online,Beauty,24.0,8,1086.45,0.05,3.2,8257.02
ORD-10147,2023-06-14 05:19:30.416024652,North,Online,Office Supplies,62.0,3,1608.72,0.1,3.8,4343.54
ORD-10148,2023-06-15 08:19:13.775038520,East,Wholesale,Beauty,32.0,2,766.05,0.15,4.2,1302.28
ORD-10149,2023-06-16 11:18:57.134052388,East,Store,Office Supplies,22.0,8,1542.17,0.1,5.0,11103.62
ORD-10150,2023-06-17 14:18:40.493066256,,Store,Office Supplies,57.0,10,2188.83,0.15,3.3,18605.06
ORD-10151,2023-06-18 17:18:23.852080122,West,Store,Office Supplies,18.0,11,2888.44,0.1,3.9,28595.56
ORD-10152,2023-06-19 20:18:07.211093990,West,Store,Electronics,65.0,3,1302.5,0.1,4.3,3516.75
ORD-10153,2023-06-20 23:17:50.570107858,South,Store,Electronics,27.0,9,1803.98,0.1,4.0,14612.24
ORD-10154,2023-06-22 02:17:33.929121726,West,Online,Office Supplies,47.0,8,1530.59,0.1,3.1,11020.25
ORD-10155,2023-06-23 05:17:17.288135592,East,Online,Electronics,29.0,9,1246.05,0.1,4.2,10093.0
ORD-10156,2023-06-24 08:17:00.647149460,West,Online,Clothing,59.0,2,907.97,0.1,4.0,1634.35
ORD-10157,2023-06-25 11:16:44.006163328,West,Online,Furniture,51.0,6,1845.5,0.0,4.2,11073.0
ORD-10158,2023-06-26 14:16:27.365177196,East,Online,Office Supplies,65.0,10,500.95,0.05,4.6,4759.02
ORD-10159,2023-06-27 17:16:10.724191062,South,Wholesale,Beauty,55.0,7,1882.91,0.15,4.6,11203.31
ORD-10160,2023-06-28 20:15:54.083204930,North,Online,Beauty,53.0,3,1815.71,0.05,4.2,5174.77
ORD-10161,2023-06-29 23:15:37.442218798,East,Online,Office Supplies,63.0,1,1306.69,0.15,4.1,1110.69
ORD-10162,2023-07-01 02:15:20.801232664,North,Online,Furniture,48.0,9,1041.82,0.15,3.2,7969.92
ORD-10163,2023-07-02 05:15:04.160246532,West,Store,Beauty,28.0,1,761.77,0.1,3.8,685.59
ORD-10164,2023-07-03 08:14:47.519260400,West,Wholesale,Office Supplies,28.0,10,3203.5,0.0,4.0,32035.0
ORD-10165,2023-07-04 11:14:30.878274268,North,Wholesale,Clothing,49.0,8,793.52,0.15,3.6,5395.94
ORD-10166,2023-07-05 14:14:14.237288134,East,Online,Electronics,35.0,3,2968.28,0.1,4.0,8014.36
ORD-10167,2023-07-06 17:13:57.596302002,North,Online,Clothing,54.0,3,2250.12,0.05,3.4,6412.84
ORD-10168,2023-07-07 20:13:40.955315870,North,Wholesale,Office Supplies,47.0,2,1526.98,0.15,4.9,2595.87
ORD-10169,2023-07-08 23:13:24.314329738,South,Online,Furniture,19.0,4,932.19,0.1,5.0,3355.88
ORD-10170,2023-07-10 02:13:07.673343604,West,Store,Clothing,62.0,7,2581.87,0.0,3.6,18073.09
ORD-10171,2023-07-11 05:12:51.032357472,West,Online,Office Supplies,64.0,4,3097.24,0.0,4.2,12388.96
ORD-10172,2023-07-12 08:12:34.391371340,East,Wholesale,Clothing,32.0,6,1099.48,0.0,3.7,6596.88
ORD-10173,2023-07-13 11:12:17.750385208,East,Online,Beauty,31.0,7,1575.94,0.1,4.7,9928.42
ORD-10174,2023-07-14 14:12:01.109399074,East,Online,Furniture,36.0,6,2588.72,0.15,4.2,13202.47
ORD-10175,2023-07-15 17:11:44.468412942,North,Online,Beauty,56.0,3,2051.84,0.0,4.0,6155.52
ORD-10176,2023-07-16 20:11:27.827426810,South,Online,Beauty,19.0,9,3299.97,0.0,3.8,29699.73
ORD-10177,2023-07-17 23:11:11.186440678,West,Store,Office Supplies,26.0,8,1372.39,0.1,4.0,9881.21
ORD-10178,2023-07-19 02:10:54.545454544,South,Store,Clothing,51.0,6,2206.72,0.05,3.2,12578.3
ORD-10179,2023-07-20 05:10:37.904468412,North,Online,Clothing,38.0,2,861.8,0.05,4.3,1637.42
ORD-10180,2023-07-21 08:10:21.263482280,North,Store,Office Supplies,39.0,6,3371.92,0.15,3.4,17196.79
ORD-10181,2023-07-22 11:10:04.622496148,East,Online,Beauty,62.0,4,1252.24,0.15,4.2,4257.62
ORD-10182,2023-07-23 14:09:47.981510014,North,Online,Office Supplies,56.0,6,200.0,0.2,4.0,960.0
ORD-10183,2023-07-24 17:09:31.340523882,West,Store,Beauty,23.0,2,1705.68,0.15,,2899.66
ORD-10184,2023-07-25 20:09:14.699537750,West,Online,Clothing,29.0,6,1695.43,0.0,3.9,10172.58
ORD-10185,2023-07-26 23:08:58.058551618,East,Online,Office Supplies,30.0,1,3236.68,0.0,4.6,3236.68
ORD-10186,2023-07-28 02:08:41.417565484,South,Store,Electronics,49.0,5,1545.89,0.1,3.3,6956.51
ORD-10187,2023-07-29 05:08:24.776579352,West,Store,Beauty,38.0,8,1790.52,0.2,4.3,11459.33
ORD-10188,2023-07-30 08:08:08.135593220,East,Online,Clothing,50.0,2,2245.08,0.0,3.8,4490.16
ORD-10189,2023-07-31 11:07:51.494607088,South,Store,Office Supplies,28.0,2,2989.7,0.1,4.0,5381.46
ORD-10190,2023-08-01 14:07:34.853620956,South,Store,Clothing,40.0,4,1752.58,0.05,3.9,6659.8
ORD-10191,2023-08-02 17:07:18.212634824,South,Online,Beauty,35.0,10,2579.61,0.05,4.5,24506.3
ORD-10192,2023-08-03 20:07:01.571648688,West,Online,Office Supplies,27.0,3,2188.56,0.05,2.6,6237.4
ORD-10193,2023-08-04 23:06:44.930662556,North,Store,Furniture,27.0,11,1577.82,0.05,4.1,16488.22
ORD-10194,2023-08-06 02:06:28.289676424,North,Online,Beauty,37.0,3,1858.17,0.0,2.9,5574.51
ORD-10195,2023-08-07 05:06:11.648690292,East,Store,Clothing,50.0,1,1821.51,0.0,4.7,1821.51
ORD-10196,2023-08-08 08:05:55.007704160,South,Online,Office Supplies,53.0,9,1112.98,0.1,2.6,9015.14
ORD-10197,2023-08-09 11:05:38.366718028,West,Store,Electronics,55.0,2,2710.26,0.05,3.2,5149.49
ORD-10198,2023-08-10 14:05:21.725731896,North,Online,Office Supplies,27.0,2,760.78,0.1,2.8,1369.4
ORD-10199,2023-08-11 17:05:05.084745760,West,Online,Beauty,45.0,6,2678.38,0.1,5.0,14463.25
ORD-10200,2023-08-12 20:04:48.443759628,North,Store,Furniture,22.0,3,2515.81,0.2,3.1,6037.94
ORD-10201,2023-08-13 23:04:31.802773496,South,Store,Beauty,24.0,7,1730.21,0.05,4.0,11505.9
ORD-10202,2023-08-15 02:04:15.161787364,West,Online,Beauty,40.0,6,1225.92,0.15,3.6,6252.19
ORD-10203,2023-08-16 05:03:58.520801232,North,Wholesale,Beauty,51.0,8,1630.18,0.05,2.7,12389.37
ORD-10204,2023-08-17 08:03:41.879815100,East,Online,Furniture,29.0,4,2154.58,0.1,3.7,7756.49
ORD-10205,2023-08-18 11:03:25.238828968,East,Online,Clothing,26.0,4,2357.29,0.15,4.3,8014.79
ORD-10206,2023-08-19 14:03:08.597842836,South,Online,Clothing,56.0,3,2015.19,0.05,3.8,5743.29
ORD-10207,2023-08-20 17:02:51.956856700,North,Online,Beauty,46.0,9,2544.1,0.05,4.5,21752.05
ORD-10208,2023-08-21 20:02:35.315870568,East,Online,Office Supplies,57.0,5,1381.92,0.1,3.7,6218.64
ORD-10209,2023-08-22 23:02:18.674884436,South,Store,Clothing,22.0,10,1975.93,0.0,3.9,19759.3
ORD-10210,2023-08-24 02:02:02.033898304,West,Store,Beauty,63.0,6,623.74,0.1,3.6,3368.2
ORD-10211,2023-08-25 05:01:45.392912172,East,Online,Beauty,56.0,9,2372.72,0.0,4.1,21354.48
ORD-10212,2023-08-26 08:01:28.751926040,South,Online,Beauty,58.0,8,1914.88,0.0,5.0,15319.04
ORD-10213,2023-08-27 11:01:12.110939908,North,Online,Electronics,22.0,8,1488.32,0.1,4.1,10715.9
ORD-10214,2023-08-28 14:00:55.469953776,East,Store,Electronics,49.0,11,2671.16,0.2,4.0,23506.21
ORD-10215,2023-08-29 17:00:38.828967640,South,Online,Electronics,43.0,5,2318.64,0.2,3.5,9274.56
ORD-10216,2023-08-30 20:00:22.187981508,East,Wholesale,Beauty,26.0,10,200.0,0.05,3.4,1900.0
ORD-10217,2023-08-31 23:00:05.546995376,West,Store,Office Supplies,61.0,10,1829.91,0.0,4.9,18299.1
ORD-10218,2023-09-02 01:59:48.906009244,South,Store,Clothing,57.0,5,708.73,0.1,3.2,3189.29
ORD-10219,2023-09-03 04:59:32.265023112,West,Store,Office Supplies,57.0,8,2599.99,0.05,3.3,19759.92
ORD-10220,2023-09-04 07:59:15.624036980,East,Store,Electronics,52.0,5,3666.81,0.05,3.8,17417.35
ORD-10221,2023-09-05 10:58:58.983050848,East,Online,Beauty,26.0,8,1411.1,0.15,3.6,9595.48
ORD-10222,2023-09-06 13:58:42.342064716,West,Online,Office Supplies,53.0,5,1855.93,0.1,5.0,8351.68
ORD-10223,2023-09-07 16:58:25.701078580,West,Online,Furniture,40.0,6,1611.72,0.1,2.4,8703.29
ORD-10224,2023-09-08 19:58:09.060092448,West,Online,Electronics,51.0,3,2063.11,0.1,4.1,5570.4
ORD-10225,2023-09-09 22:57:52.419106316,West,Online,Electronics,46.0,7,2283.41,0.1,4.4,14385.48
ORD-10226,2023-09-11 01:57:35.778120184,North,Online,Office Supplies,57.0,11,2765.4,0.1,3.2,27377.46
ORD-10227,2023-09-12 04:57:19.137134052,South,Store,Clothing,42.0,4,1059.43,0.15,3.5,3602.06
ORD-10228,2023-09-13 07:57:02.496147920,West,Online,Electronics,32.0,1,2978.73,0.15,4.2,2531.92
ORD-10229,2023-09-14 10:56:45.855161788,South,Online,Office Supplies,49.0,8,1101.36,0.2,5.0,7048.7
ORD-10230,2023-09-15 13:56:29.214175652,North,Online,Furniture,50.0,3,2007.82,0.15,3.3,5119.94
ORD-10231,2023-09-16 16:56:12.573189520,East,Online,Clothing,31.0,8,2668.93,0.0,2.9,21351.44
ORD-10232,2023-09-17 19:55:55.932203388,West,Wholesale,Furniture,42.0,8,2334.9,0.1,4.5,16811.28
ORD-10233,2023-09-18 22:55:39.291217256,East,Online,Beauty,49.0,11,1096.07,0.15,4.9,10248.25
ORD-10234,2023-09-20 01:55:22.650231124,West,Online,Clothing,34.0,7,1273.56,0.05,3.7,8469.17
ORD-10235,2023-09-21 04:55:06.009244992,East,Online,Electronics,26.0,2,1453.25,0.1,2.5,2615.85
ORD-10236,2023-09-22 07:54:49.368258860,North,Online,Beauty,33.0,4,1761.62,0.0,4.8,7046.48
